"TIME","GEO","UNIT","INDIC_NA","Value","Flag and Footnotes"
"2006","Euro area (15 countries)","Euro per inhabitant","Gross domestic product at market prices",":",""
"2006","Euro area (15 countries)","Euro per inhabitant","Gross fixed capital formation",":",""
"2006","Euro area (15 countries)","Euro per inhabitant","External balance of goods and services",":",""
"2006","Euro area (15 countries)","Purchasing power standard (PPS) per inhabitant","Gross domestic product at market prices",":",""
"2006","Euro area (15 countries)","Purchasing power standard (PPS) per inhabitant","Gross fixed capital formation",":",""
"2006","Euro area (15 countries)","Purchasing power standard (PPS) per inhabitant","External balance of goods and services",":",""
"2006","Euro area (15 countries)","Percentage of gross domestic product (GDP)","Gross domestic product at market prices",":",""
"2006","Euro area (15 countries)","Percentage of gross domestic product (GDP)","Gross fixed capital formation",":",""
"2006","Euro area (15 countries)","Percentage of gross domestic product (GDP)","External balance of goods and services",":",""
"2006","Euro area (15 countries)","Percentage of EU27 total (based on PPS per inhabitant)","Gross domestic product at market prices",":",""
"2006","Euro area (15 countries)","Percentage of EU27 total (based on PPS per inhabitant)","Gross fixed capital formation",":",""
"2006","Euro area (15 countries)","Percentage of EU27 total (based on PPS per inhabitant)","External balance of goods and services",":",""
"2006","Euro area (13 countries)","Million euro","Gross domestic product at market prices",":",""
"2006","Euro area (13 countries)","Million euro","Gross fixed capital formation",":",""
"2006","Euro area (13 countries)","Million euro","External balance of goods and services",":",""
"2006","Euro area (13 countries)","Euro per inhabitant","Gross domestic product at market prices",":",""
"2006","Euro area (13 countries)","Euro per inhabitant","Gross fixed capital formation",":",""
"2006","Euro area (13 countries)","Euro per inhabitant","External balance of goods and services",":",""
"2006","Euro area (13 countries)","Purchasing power standard (PPS) per inhabitant","Gross domestic product at market prices",":",""
"2006","Euro area (13 countries)","Purchasing power standard (PPS) per inhabitant","Gross fixed capital formation",":",""
"2006","Euro area (13 countries)","Purchasing power standard (PPS) per inhabitant","External balance of goods and services",":",""
"2006","Euro area (13 countries)","Percentage of gross domestic product (GDP)","Gross domestic product at market prices",":",""
"2006","Euro area (13 countries)","Percentage of gross domestic product (GDP)","Gross fixed capital formation",":",""
"2006","Euro area (13 countries)","Percentage of gross domestic product (GDP)","External balance of goods and services",":",""
"2006","Euro area (13 countries)","Percentage of EU27 total (based on PPS per inhabitant)","Gross domestic product at market prices",":",""
"2006","Euro area (13 countries)","Percentage of EU27 total (based on PPS per inhabitant)","Gross fixed capital formation",":",""
"2006","Euro area (13 countries)","Percentage of EU27 total (based on PPS per inhabitant)","External balance of goods and services",":",""
"2006","Euro area (12 countries)","Million euro","Gross domestic product at market prices","8,455,402.9",""
"2006","Euro area (12 countries)","Million euro","Gross fixed capital formation","1,797,859.2",""
"2006","Euro area (12 countries)","Million euro","External balance of goods and services","101,047.2",""
"2006","Euro area (12 countries)","Euro per inhabitant","Gross domestic product at market prices","26,800",""
"2006","Euro area (12 countries)","Euro per inhabitant","Gross fixed capital formation","5,700",""
"2006","Euro area (12 countries)","Euro per inhabitant","External balance of goods and services","300",""
"2006","Euro area (12 countries)","Purchasing power standard (PPS) per inhabitant","Gross domestic product at market prices","26,000",""
"2006","Euro area (12 countries)","Purchasing power standard (PPS) per inhabitant","Gross fixed capital formation","5,500",""
"2006","Euro area (12 countries)","Purchasing power standard (PPS) per inhabitant","External balance of goods and services","300",""
"2006","Euro area (12 countries)","Percentage of gross domestic product (GDP)","Gross domestic product at market prices","100.0",""
"2006","Euro area (12 countries)","Percentage of gross domestic product (GDP)","Gross fixed capital formation","21.3",""
"2006","Euro area (12 countries)","Percentage of gross domestic product (GDP)","External balance of goods and services","1.2",""
"2006","Euro area (12 countries)","Percentage of EU27 total (based on PPS per inhabitant)","Gross domestic product at market prices","109.7",""
"2006","Euro area (12 countries)","Percentage of EU27 total (based on PPS per inhabitant)","Gross fixed capital formation","113.0",""
"2006","Euro area (12 countries)","Percentage of EU27 total (based on PPS per inhabitant)","External balance of goods and services","287.1",""
"2006","Belgium","Million euro","Gross domestic product at market prices","318,829.0",""
"2006","Belgium","Million euro","Gross fixed capital formation","66,710.0",""
"2006","Belgium","Million euro","External balance of goods and services","12,152.0",""
"2006","Belgium","Euro per inhabitant","Gross domestic product at market prices","30,200",""
"2006","Belgium","Euro per inhabitant","Gross fixed capital formation","6,300",""
"2006","Belgium","Euro per inhabitant","External balance of goods and services","1,200",""
"2006","Belgium","Purchasing power standard (PPS) per inhabitant","Gross domestic product at market prices","27,800",""
"2006","Belgium","Purchasing power standard (PPS) per inhabitant","Gross fixed capital formation","5,800",""
"2006","Belgium","Purchasing power standard (PPS) per inhabitant","External balance of goods and services","1,100",""
"2006","Belgium","Percentage of gross domestic product (GDP)","Gross domestic product at market prices","100.0",""
"2006","Belgium","Percentage of gross domestic product (GDP)","Gross fixed capital formation","20.9",""
"2006","Belgium","Percentage of gross domestic product (GDP)","External balance of goods and services","3.8",""
"2006","Belgium","Percentage of EU27 total (based on PPS per inhabitant)","Gross domestic product at market prices","117.4",""
"2006","Belgium","Percentage of EU27 total (based on PPS per inhabitant)","Gross fixed capital formation","119.0",""
"2006","Belgium","Percentage of EU27 total (based on PPS per inhabitant)","External balance of goods and services","979.6",""
"2006","Bulgaria","Million euro","Gross domestic product at market prices","26,476.7",""
"2006","Bulgaria","Million euro","Gross fixed capital formation","7,310.3",""
"2006","Bulgaria","Million euro","External balance of goods and services","-4,656.4",""
"2006","Bulgaria","Euro per inhabitant","Gross domestic product at market prices","3,400",""
"2006","Bulgaria","Euro per inhabitant","Gross fixed capital formation","900",""
"2006","Bulgaria","Euro per inhabitant","External balance of goods and services","-600",""
"2006","Bulgaria","Purchasing power standard (PPS) per inhabitant","Gross domestic product at market prices","9,000",""
"2006","Bulgaria","Purchasing power standard (PPS) per inhabitant","Gross fixed capital formation","2,500",""
"2006","Bulgaria","Purchasing power standard (PPS) per inhabitant","External balance of goods and services","-1,600",""
"2006","Bulgaria","Percentage of gross domestic product (GDP)","Gross domestic product at market prices","100.0",""
"2006","Bulgaria","Percentage of gross domestic product (GDP)","Gross fixed capital formation","27.6",""
"2006","Bulgaria","Percentage of gross domestic product (GDP)","External balance of goods and services","-17.6",""
"2006","Bulgaria","Percentage of EU27 total (based on PPS per inhabitant)","Gross domestic product at market prices","38.0",""
"2006","Bulgaria","Percentage of EU27 total (based on PPS per inhabitant)","Gross fixed capital formation","50.8",""
"2006","Bulgaria","Percentage of EU27 total (based on PPS per inhabitant)","External balance of goods and services","-1,461.9",""
"2006","Czech Republic","Million euro","Gross domestic product at market prices","118,290.8",""
"2006","Czech Republic","Million euro","Gross fixed capital formation","30,349.2",""
"2006","Czech Republic","Million euro","External balance of goods and services","3,563.4",""
"2006","Czech Republic","Euro per inhabitant","Gross domestic product at market prices","11,500",""
"2006","Czech Republic","Euro per inhabitant","Gross fixed capital formation","3,000",""
"2006","Czech Republic","Euro per inhabitant","External balance of goods and services","300",""
"2006","Czech Republic","Purchasing power standard (PPS) per inhabitant","Gross domestic product at market prices","18,900",""
"2006","Czech Republic","Purchasing power standard (PPS) per inhabitant","Gross fixed capital formation","4,900",""
"2006","Czech Republic","Purchasing power standard (PPS) per inhabitant","External balance of goods and services","600",""
"2006","Czech Republic","Percentage of gross domestic product (GDP)","Gross domestic product at market prices","100.0",""
"2006","Czech Republic","Percentage of gross domestic product (GDP)","Gross fixed capital formation","25.7",""
"2006","Czech Republic","Percentage of gross domestic product (GDP)","External balance of goods and services","3.0",""
"2006","Czech Republic","Percentage of EU27 total (based on PPS per inhabitant)","Gross domestic product at market prices","79.7",""
"2006","Czech Republic","Percentage of EU27 total (based on PPS per inhabitant)","Gross fixed capital formation","99.1",""
"2006","Czech Republic","Percentage of EU27 total (based on PPS per inhabitant)","External balance of goods and services","525.9",""
"2006","Denmark","Million euro","Gross domestic product at market prices","218,747.4",""
"2006","Denmark","Million euro","Gross fixed capital formation","47,373.4",""
"2006","Denmark","Million euro","External balance of goods and services","6,952.2",""
"2006","Denmark","Euro per inhabitant","Gross domestic product at market prices","40,200",""
"2006","Denmark","Euro per inhabitant","Gross fixed capital formation","8,700",""
"2006","Denmark","Euro per inhabitant","External balance of goods and services","1,300",""
"2006","Denmark","Purchasing power standard (PPS) per inhabitant","Gross domestic product at market prices","29,300",""
"2006","Denmark","Purchasing power standard (PPS) per inhabitant","Gross fixed capital formation","6,300",""
"2006","Denmark","Purchasing power standard (PPS) per inhabitant","External balance of goods and services","900",""
"2006","Denmark","Percentage of gross domestic product (GDP)","Gross domestic product at market prices","100.0",""
"2006","Denmark","Percentage of gross domestic product (GDP)","Gross fixed capital formation","21.7",""
"2006","Denmark","Percentage of gross domestic product (GDP)","External balance of goods and services","3.2",""
"2006","Denmark","Percentage of EU27 total (based on PPS per inhabitant)","Gross domestic product at market prices","123.5",""
"2006","Denmark","Percentage of EU27 total (based on PPS per inhabitant)","Gross fixed capital formation","129.6",""
"2006","Denmark","Percentage of EU27 total (based on PPS per inhabitant)","External balance of goods and services","859.7",""
"2006","Germany (until 1990 former territory of the FRG)","Million euro","Gross domestic product at market prices","2,313,900.0",""
"2006","Germany (until 1990 former territory of the FRG)","Million euro","Gross fixed capital formation","417,820.0",""
"2006","Germany (until 1990 former territory of the FRG)","Million euro","External balance of goods and services","130,050.0",""
"2006","Germany (until 1990 former territory of the FRG)","Euro per inhabitant","Gross domestic product at market prices","28,100",""
"2006","Germany (until 1990 former territory of the FRG)","Euro per inhabitant","Gross fixed capital formation","5,100",""
"2006","Germany (until 1990 former territory of the FRG)","Euro per inhabitant","External balance of goods and services","1,600",""
"2006","Germany (until 1990 former territory of the FRG)","Purchasing power standard (PPS) per inhabitant","Gross domestic product at market prices","27,300",""
"2006","Germany (until 1990 former territory of the FRG)","Purchasing power standard (PPS) per inhabitant","Gross fixed capital formation","4,900",""
"2006","Germany (until 1990 former territory of the FRG)","Purchasing power standard (PPS) per inhabitant","External balance of goods and services","1,500",""
"2006","Germany (until 1990 former territory of the FRG)","Percentage of gross domestic product (GDP)","Gross domestic product at market prices","100.0",""
"2006","Germany (until 1990 former territory of the FRG)","Percentage of gross domestic product (GDP)","Gross fixed capital formation","18.1",""
"2006","Germany (until 1990 former territory of the FRG)","Percentage of gross domestic product (GDP)","External balance of goods and services","5.6",""
"2006","Germany (until 1990 former territory of the FRG)","Percentage of EU27 total (based on PPS per inhabitant)","Gross domestic product at market prices","115.0",""
"2006","Germany (until 1990 former territory of the FRG)","Percentage of EU27 total (based on PPS per inhabitant)","Gross fixed capital formation","100.6",""
"2006","Germany (until 1990 former territory of the FRG)","Percentage of EU27 total (based on PPS per inhabitant)","External balance of goods and services","1,415.0",""
"2006","Estonia","Million euro","Gross domestic product at market prices","13,396.2",""
"2006","Estonia","Million euro","Gross fixed capital formation","4,832.1",""
"2006","Estonia","Million euro","External balance of goods and services","-1,371.9",""
"2006","Estonia","Euro per inhabitant","Gross domestic product at market prices","10,000",""
"2006","Estonia","Euro per inhabitant","Gross fixed capital formation","3,600",""
"2006","Estonia","Euro per inhabitant","External balance of goods and services","-1,000",""
"2006","Estonia","Purchasing power standard (PPS) per inhabitant","Gross domestic product at market prices","15,600",""
"2006","Estonia","Purchasing power standard (PPS) per inhabitant","Gross fixed capital formation","5,600",""
"2006","Estonia","Purchasing power standard (PPS) per inhabitant","External balance of goods and services","-1,600",""
"2006","Estonia","Percentage of gross domestic product (GDP)","Gross domestic product at market prices","100.0",""
"2006","Estonia","Percentage of gross domestic product (GDP)","Gross fixed capital formation","36.1",""
"2006","Estonia","Percentage of gross domestic product (GDP)","External balance of goods and services","-10.2",""
"2006","Estonia","Percentage of EU27 total (based on PPS per inhabitant)","Gross domestic product at market prices","65.6",""
"2006","Estonia","Percentage of EU27 total (based on PPS per inhabitant)","Gross fixed capital formation","114.7",""
"2006","Estonia","Percentage of EU27 total (based on PPS per inhabitant)","External balance of goods and services","-1,471.8",""
"2006","Ireland","Million euro","Gross domestic product at market prices","177,573.5",""
"2006","Ireland","Million euro","Gross fixed capital formation","48,328.7",""
"2006","Ireland","Million euro","External balance of goods and services","17,132.8",""
"2006","Ireland","Euro per inhabitant","Gross domestic product at market prices","41,600",""
"2006","Ireland","Euro per inhabitant","Gross fixed capital formation","11,300",""
"2006","Ireland","Euro per inhabitant","External balance of goods and services","4,000",""
"2006","Ireland","Purchasing power standard (PPS) per inhabitant","Gross domestic product at market prices","34,400",""
"2006","Ireland","Purchasing power standard (PPS) per inhabitant","Gross fixed capital formation","9,300",""
"2006","Ireland","Purchasing power standard (PPS) per inhabitant","External balance of goods and services","3,300",""
"2006","Ireland","Percentage of gross domestic product (GDP)","Gross domestic product at market prices","100.0",""
"2006","Ireland","Percentage of gross domestic product (GDP)","Gross fixed capital formation","27.2",""
"2006","Ireland","Percentage of gross domestic product (GDP)","External balance of goods and services","9.6",""
"2006","Ireland","Percentage of EU27 total (based on PPS per inhabitant)","Gross domestic product at market prices","144.8",""
"2006","Ireland","Percentage of EU27 total (based on PPS per inhabitant)","Gross fixed capital formation","190.9",""
"2006","Ireland","Percentage of EU27 total (based on PPS per inhabitant)","External balance of goods and services","3,059.7",""
"2006","Greece","Million euro","Gross domestic product at market prices","208,621.8",""
"2006","Greece","Million euro","Gross fixed capital formation","47,179.9",""
"2006","Greece","Million euro","External balance of goods and services","-23,865.9",""
"2006","Greece","Euro per inhabitant","Gross domestic product at market prices","18,700",""
"2006","Greece","Euro per inhabitant","Gross fixed capital formation","4,200",""
"2006","Greece","Euro per inhabitant","External balance of goods and services","-2,100",""
"2006","Greece","Purchasing power standard (PPS) per inhabitant","Gross domestic product at market prices","21,800",""
"2006","Greece","Purchasing power standard (PPS) per inhabitant","Gross fixed capital formation","4,900",""
"2006","Greece","Purchasing power standard (PPS) per inhabitant","External balance of goods and services","-2,500",""
"2006","Greece","Percentage of gross domestic product (GDP)","Gross domestic product at market prices","100.0",""
"2006","Greece","Percentage of gross domestic product (GDP)","Gross fixed capital formation","22.6",""
"2006","Greece","Percentage of gross domestic product (GDP)","External balance of goods and services","-11.4",""
"2006","Greece","Percentage of EU27 total (based on PPS per inhabitant)","Gross domestic product at market prices","91.9",""
"2006","Greece","Percentage of EU27 total (based on PPS per inhabitant)","Gross fixed capital formation","100.7",""
"2006","Greece","Percentage of EU27 total (based on PPS per inhabitant)","External balance of goods and services","-2,302.0",""
"2006","Spain","Million euro","Gross domestic product at market prices","985,547.0",""
"2006","Spain","Million euro","Gross fixed capital formation","301,263.0",""
"2006","Spain","Million euro","External balance of goods and services","-62,670.0",""
"2006","Spain","Euro per inhabitant","Gross domestic product at market prices","22,400",""
"2006","Spain","Euro per inhabitant","Gross fixed capital formation","6,800",""
"2006","Spain","Euro per inhabitant","External balance of goods and services","-1,400",""
"2006","Spain","Purchasing power standard (PPS) per inhabitant","Gross domestic product at market prices","24,800",""
"2006","Spain","Purchasing power standard (PPS) per inhabitant","Gross fixed capital formation","7,600",""
"2006","Spain","Purchasing power standard (PPS) per inhabitant","External balance of goods and services","-1,600",""
"2006","Spain","Percentage of gross domestic product (GDP)","Gross domestic product at market prices","100.0",""
"2006","Spain","Percentage of gross domestic product (GDP)","Gross fixed capital formation","30.6",""
"2006","Spain","Percentage of gross domestic product (GDP)","External balance of goods and services","-6.4",""
"2006","Spain","Percentage of EU27 total (based on PPS per inhabitant)","Gross domestic product at market prices","104",""
"2006","Spain","Percentage of EU27 total (based on PPS per inhabitant)","Gross fixed capital formation","154.3",""
"2006","Spain","Percentage of EU27 total (based on PPS per inhabitant)","External balance of goods and services","-1,450.8",""
"2006","France","Million euro","Gross domestic product at market prices","1,798,115.3",""
"2006","France","Million euro","Gross fixed capital formation","360,376.1",""
"2006","France","Million euro","External balance of goods and services","-18,799.0",""
"2006","France","Euro per inhabitant","Gross domestic product at market prices","28,400",""
"2006","France","Euro per inhabitant","Gross fixed capital formation","5,700",""
"2006","France","Euro per inhabitant","External balance of goods and services","-300",""
"2006","France","Purchasing power standard (PPS) per inhabitant","Gross domestic product at market prices","25,500",""
"2006","France","Purchasing power standard (PPS) per inhabitant","Gross fixed capital formation","5,100",""
"2006","France","Purchasing power standard (PPS) per inhabitant","External balance of goods and services","-300",""
"2006","France","Percentage of gross domestic product (GDP)","Gross domestic product at market prices","100.0",""
"2006","France","Percentage of gross domestic product (GDP)","Gross fixed capital formation","20.0",""
"2006","France","Percentage of gross domestic product (GDP)","External balance of goods and services","-1.0",""
