"TIME","GEO","ICCS","UNIT","Value","Flag and Footnotes"
"2008","Denmark","Intentional homicide","Per hundred thousand inhabitants","0.99",""
"2008","Denmark","Assault","Number","11,203",""
"2008","Denmark","Assault","Per hundred thousand inhabitants","204.59",""
"2008","Denmark","Sexual violence","Number","1,837",""
"2008","Denmark","Sexual violence","Per hundred thousand inhabitants","33.55",""
"2008","Denmark","Rape","Number","396",""
"2008","Denmark","Rape","Per hundred thousand inhabitants","7.23",""
"2008","Denmark","Sexual assault","Number","1,441",""
"2008","Denmark","Sexual assault","Per hundred thousand inhabitants","26.32",""
"2008","Denmark","Theft","Number","208,868",""
"2008","Denmark","Theft","Per hundred thousand inhabitants","3,814.39",""
"2008","Germany (until 1990 former territory of the FRG)","Intentional homicide","Number","656",""
"2008","Germany (until 1990 former territory of the FRG)","Intentional homicide","Per hundred thousand inhabitants","0.80",""
"2008","Germany (until 1990 former territory of the FRG)","Assault","Number","518,499",""
"2008","Germany (until 1990 former territory of the FRG)","Assault","Per hundred thousand inhabitants","630.64",""
"2008","Germany (until 1990 former territory of the FRG)","Sexual violence","Number","56,784",""
"2008","Germany (until 1990 former territory of the FRG)","Sexual violence","Per hundred thousand inhabitants","69.07",""
"2008","Germany (until 1990 former territory of the FRG)","Rape","Number","7,292",""
"2008","Germany (until 1990 former territory of the FRG)","Rape","Per hundred thousand inhabitants","8.87",""
"2008","Germany (until 1990 former territory of the FRG)","Sexual assault","Number","49,492",""
"2008","Germany (until 1990 former territory of the FRG)","Sexual assault","Per hundred thousand inhabitants","60.20",""
"2008","Germany (until 1990 former territory of the FRG)","Theft","Number","2,052,913",""
"2008","Germany (until 1990 former territory of the FRG)","Theft","Per hundred thousand inhabitants","2,496.92",""
"2008","Estonia","Intentional homicide","Number","84",""
"2008","Estonia","Intentional homicide","Per hundred thousand inhabitants","6.28",""
"2008","Estonia","Assault","Number","140",""
"2008","Estonia","Assault","Per hundred thousand inhabitants","10.46",""
"2008","Estonia","Sexual violence","Number","268",""
"2008","Estonia","Sexual violence","Per hundred thousand inhabitants","20.02",""
"2008","Estonia","Rape","Number","160",""
"2008","Estonia","Rape","Per hundred thousand inhabitants","11.95",""
"2008","Estonia","Sexual assault","Number","108",""
"2008","Estonia","Sexual assault","Per hundred thousand inhabitants","8.07",""
"2008","Estonia","Theft","Number","23,506",""
"2008","Estonia","Theft","Per hundred thousand inhabitants","1,756.22",""
"2008","Ireland","Intentional homicide","Number","89",""
"2008","Ireland","Intentional homicide","Per hundred thousand inhabitants","2.00",""
"2008","Ireland","Assault","Number","16,186",""
"2008","Ireland","Assault","Per hundred thousand inhabitants","363.10",""
"2008","Ireland","Sexual violence","Number","1,251",""
"2008","Ireland","Sexual violence","Per hundred thousand inhabitants","28.06",""
"2008","Ireland","Rape","Number","348",""
"2008","Ireland","Rape","Per hundred thousand inhabitants","7.81",""
"2008","Ireland","Sexual assault","Number","903",""
"2008","Ireland","Sexual assault","Per hundred thousand inhabitants","20.26",""
"2008","Ireland","Theft","Number","76,861",""
"2008","Ireland","Theft","Per hundred thousand inhabitants","1,724.20",""
"2008","Greece","Intentional homicide","Number","139",""
"2008","Greece","Intentional homicide","Per hundred thousand inhabitants","1.24",""
"2008","Greece","Assault","Number","8,008",""
"2008","Greece","Assault","Per hundred thousand inhabitants","71.61",""
"2008","Greece","Sexual violence","Number","682",""
"2008","Greece","Sexual violence","Per hundred thousand inhabitants","6.10",""
"2008","Greece","Rape","Number","232",""
"2008","Greece","Rape","Per hundred thousand inhabitants","2.07",""
"2008","Greece","Sexual assault","Number","450",""
"2008","Greece","Sexual assault","Per hundred thousand inhabitants","4.02",""
"2008","Greece","Theft","Number","114,900",""
"2008","Greece","Theft","Per hundred thousand inhabitants","1,038.79",""
"2008","Spain","Intentional homicide","Number","407",""
"2008","Spain","Intentional homicide","Per hundred thousand inhabitants","0.89",""
"2008","Spain","Assault","Number","72,803",""
"2008","Spain","Assault","Per hundred thousand inhabitants","159.41",""
"2008","Spain","Sexual violence","Number","10,888",""
"2008","Spain","Sexual violence","Per hundred thousand inhabitants","23.84",""
"2008","Spain","Rape","Number","2,437",""
"2008","Spain","Rape","Per hundred thousand inhabitants","5.34",""
"2008","Spain","Sexual assault","Number","8,451",""
"2008","Spain","Sexual assault","Per hundred thousand inhabitants","18.50",""
"2008","Spain","Theft","Number","237,525",""
"2008","Spain","Theft","Per hundred thousand inhabitants","520.10",""
"2008","France","Intentional homicide","Number","1,021",""
"2008","France","Intentional homicide","Per hundred thousand inhabitants","1.60",""
"2008","France","Assault","Number","187,937",""
"2008","France","Assault","Per hundred thousand inhabitants","293.62",""
"2008","France","Sexual violence","Number","24,031",""
"2008","France","Sexual violence","Per hundred thousand inhabitants","37.54",""
"2008","France","Rape","Number","10,277",""
"2008","France","Rape","Per hundred thousand inhabitants","16.06",""
"2008","France","Sexual assault","Number","13,754",""
"2008","France","Sexual assault","Per hundred thousand inhabitants","21.49",""
"2008","France","Theft","Number","962,583",""
"2008","France","Theft","Per hundred thousand inhabitants","1,503.87",""
"2008","Croatia","Intentional homicide","Number","71",""
"2008","Croatia","Intentional homicide","Per hundred thousand inhabitants","1.65",""
"2008","Croatia","Assault","Number","1,128",""
"2008","Croatia","Assault","Per hundred thousand inhabitants","26.16",""
"2008","Croatia","Sexual violence","Number","765",""
"2008","Croatia","Sexual violence","Per hundred thousand inhabitants","17.74",""
"2008","Croatia","Rape","Number","188",""
"2008","Croatia","Rape","Per hundred thousand inhabitants","4.36",""
"2008","Croatia","Sexual assault","Number","577",""
"2008","Croatia","Sexual assault","Per hundred thousand inhabitants","13.38",""
"2008","Croatia","Theft","Number","15,300",""
"2008","Croatia","Theft","Per hundred thousand inhabitants","354.83",""
"2008","Italy","Intentional homicide","Number","615",""
"2008","Italy","Intentional homicide","Per hundred thousand inhabitants","1.05",""
"2008","Italy","Assault","Number","65,791",""
"2008","Italy","Assault","Per hundred thousand inhabitants","112.17",""
"2008","Italy","Sexual violence","Number",":",""
"2008","Italy","Sexual violence","Per hundred thousand inhabitants",":",""
"2008","Italy","Rape","Number",":",""
"2008","Italy","Rape","Per hundred thousand inhabitants",":",""
"2008","Italy","Sexual assault","Number","4,893",""
"2008","Italy","Sexual assault","Per hundred thousand inhabitants","8.34",""
"2008","Italy","Theft","Number","1,223,105",""
"2008","Italy","Theft","Per hundred thousand inhabitants","2,085.33",""
"2008","Cyprus","Intentional homicide","Number","9",""
"2008","Cyprus","Intentional homicide","Per hundred thousand inhabitants","1.16",""
"2008","Cyprus","Assault","Number","167",""
"2008","Cyprus","Assault","Per hundred thousand inhabitants","21.51",""
"2008","Cyprus","Sexual violence","Number","97",""
"2008","Cyprus","Sexual violence","Per hundred thousand inhabitants","12.49",""
"2008","Cyprus","Rape","Number","34",""
"2008","Cyprus","Rape","Per hundred thousand inhabitants","4.38",""
"2008","Cyprus","Sexual assault","Number","63",""
"2008","Cyprus","Sexual assault","Per hundred thousand inhabitants","8.12",""
"2008","Cyprus","Theft","Number","3,191",""
"2008","Cyprus","Theft","Per hundred thousand inhabitants","411.03",""
"2008","Latvia","Intentional homicide","Number","99",""
"2008","Latvia","Intentional homicide","Per hundred thousand inhabitants","4.52",""
"2008","Latvia","Assault","Number","1,346",""
"2008","Latvia","Assault","Per hundred thousand inhabitants","61.41",""
"2008","Latvia","Sexual violence","Number",":",""
"2008","Latvia","Sexual violence","Per hundred thousand inhabitants",":",""
"2008","Latvia","Rape","Number","100",""
"2008","Latvia","Rape","Per hundred thousand inhabitants","4.56",""
"2008","Latvia","Sexual assault","Number",":",""
"2008","Latvia","Sexual assault","Per hundred thousand inhabitants",":",""
"2008","Latvia","Theft","Number","25,844",""
"2008","Latvia","Theft","Per hundred thousand inhabitants","1,179.12",""
"2008","Lithuania","Intentional homicide","Number","286",""
"2008","Lithuania","Intentional homicide","Per hundred thousand inhabitants","8.90",""
"2008","Lithuania","Assault","Number","251",""
"2008","Lithuania","Assault","Per hundred thousand inhabitants","7.81",""
"2008","Lithuania","Sexual violence","Number","368",""
"2008","Lithuania","Sexual violence","Per hundred thousand inhabitants","11.45",""
"2008","Lithuania","Rape","Number","164",""
"2008","Lithuania","Rape","Per hundred thousand inhabitants","5.10",""
"2008","Lithuania","Sexual assault","Number","204",""
"2008","Lithuania","Sexual assault","Per hundred thousand inhabitants","6.35",""
"2008","Lithuania","Theft","Number","29,610",""
"2008","Lithuania","Theft","Per hundred thousand inhabitants","921.68",""
"2008","Luxembourg","Intentional homicide","Number","7",""
"2008","Luxembourg","Intentional homicide","Per hundred thousand inhabitants","1.45",""
"2008","Luxembourg","Assault","Number","2,317",""
"2008","Luxembourg","Assault","Per hundred thousand inhabitants","478.92",""
"2008","Luxembourg","Sexual violence","Number",":",""
"2008","Luxembourg","Sexual violence","Per hundred thousand inhabitants",":",""
"2008","Luxembourg","Rape","Number","57",""
"2008","Luxembourg","Rape","Per hundred thousand inhabitants","11.78",""
"2008","Luxembourg","Sexual assault","Number",":",""
"2008","Luxembourg","Sexual assault","Per hundred thousand inhabitants",":",""
"2008","Luxembourg","Theft","Number","7,021",""
"2008","Luxembourg","Theft","Per hundred thousand inhabitants","1,451.22",""
"2008","Hungary","Intentional homicide","Number","147",""
"2008","Hungary","Intentional homicide","Per hundred thousand inhabitants","1.46",""
"2008","Hungary","Assault","Number","12,757",""
"2008","Hungary","Assault","Per hundred thousand inhabitants","126.99",""
"2008","Hungary","Sexual violence","Number","464",""
"2008","Hungary","Sexual violence","Per hundred thousand inhabitants","4.62",""
"2008","Hungary","Rape","Number","214",""
"2008","Hungary","Rape","Per hundred thousand inhabitants","2.13",""
"2008","Hungary","Sexual assault","Number","250",""
"2008","Hungary","Sexual assault","Per hundred thousand inhabitants","2.49",""
"2008","Hungary","Theft","Number","127,125",""
"2008","Hungary","Theft","Per hundred thousand inhabitants","1,265.50",""
"2008","Malta","Intentional homicide","Number","6",""
"2008","Malta","Intentional homicide","Per hundred thousand inhabitants","1.47",""
"2008","Malta","Assault","Number","196",""
"2008","Malta","Assault","Per hundred thousand inhabitants","48.06",""
"2008","Malta","Sexual violence","Number","80",""
"2008","Malta","Sexual violence","Per hundred thousand inhabitants","19.62",""
"2008","Malta","Rape","Number","19",""
"2008","Malta","Rape","Per hundred thousand inhabitants","4.66",""
"2008","Malta","Sexual assault","Number","61",""
"2008","Malta","Sexual assault","Per hundred thousand inhabitants","14.96",""
"2008","Malta","Theft","Number","8,525",""
"2008","Malta","Theft","Per hundred thousand inhabitants","2,090.32",""
"2008","Netherlands","Intentional homicide","Number","150",""
"2008","Netherlands","Intentional homicide","Per hundred thousand inhabitants","0.91",""
"2008","Netherlands","Assault","Number","69,005",""
"2008","Netherlands","Assault","Per hundred thousand inhabitants","420.62",""
"2008","Netherlands","Sexual violence","Number","10,495",""
"2008","Netherlands","Sexual violence","Per hundred thousand inhabitants","63.97",""
"2008","Netherlands","Rape","Number","1,945",""
"2008","Netherlands","Rape","Per hundred thousand inhabitants","11.86",""
"2008","Netherlands","Sexual assault","Number","8,550",""
"2008","Netherlands","Sexual assault","Per hundred thousand inhabitants","52.12",""
"2008","Netherlands","Theft","Number","704,160",""
"2008","Netherlands","Theft","Per hundred thousand inhabitants","4,292.25",""
"2008","Austria","Intentional homicide","Number","58",""
"2008","Austria","Intentional homicide","Per hundred thousand inhabitants","0.70",""
"2008","Austria","Assault","Number","3,945",""
"2008","Austria","Assault","Per hundred thousand inhabitants","47.48",""
"2008","Austria","Sexual violence","Number","4,185",""
"2008","Austria","Sexual violence","Per hundred thousand inhabitants","50.37",""
"2008","Austria","Rape","Number","693",""
"2008","Austria","Rape","Per hundred thousand inhabitants","8.34",""
"2008","Austria","Sexual assault","Number","3,492",""
"2008","Austria","Sexual assault","Per hundred thousand inhabitants","42.03",""
"2008","Austria","Theft","Number","174,008",""
"2008","Austria","Theft","Per hundred thousand inhabitants","2,094.47",""
"2008","Poland","Intentional homicide","Number","460",""
"2008","Poland","Intentional homicide","Per hundred thousand inhabitants","1.21",""
"2008","Poland","Assault","Number",":",""
"2008","Poland","Assault","Per hundred thousand inhabitants",":",""
"2008","Poland","Sexual violence","Number",":",""
"2008","Poland","Sexual violence","Per hundred thousand inhabitants",":",""
"2008","Poland","Rape","Number","1,611",""
"2008","Poland","Rape","Per hundred thousand inhabitants","4.23",""
"2008","Poland","Sexual assault","Number",":",""
"2008","Poland","Sexual assault","Per hundred thousand inhabitants",":",""
"2008","Poland","Theft","Number","214,414",""
"2008","Poland","Theft","Per hundred thousand inhabitants","562.54",""
"2008","Portugal","Intentional homicide","Number","124",""
"2008","Portugal","Intentional homicide","Per hundred thousand inhabitants","1.17",""
"2008","Portugal","Assault","Number","33,494",""
"2008","Portugal","Assault","Per hundred thousand inhabitants","317.38",""
"2008","Portugal","Sexual violence","Number","2,251",""
"2008","Portugal","Sexual violence","Per hundred thousand inhabitants","21.33",""
"2008","Portugal","Rape","Number","314",""
"2008","Portugal","Rape","Per hundred thousand inhabitants","2.98",""
"2008","Portugal","Sexual assault","Number","1,937",""
"2008","Portugal","Sexual assault","Per hundred thousand inhabitants","18.35",""
"2008","Portugal","Theft","Number","126,956",""
"2008","Portugal","Theft","Per hundred thousand inhabitants","1,202.99",""
"2008","Romania","Intentional homicide","Number","470",""
"2008","Romania","Intentional homicide","Per hundred thousand inhabitants","2.28",""
"2008","Romania","Assault","Number","9,457",""
"2008","Romania","Assault","Per hundred thousand inhabitants","45.83",""
"2008","Romania","Sexual violence","Number","1,566",""
"2008","Romania","Sexual violence","Per hundred thousand inhabitants","7.59",""
"2008","Romania","Rape","Number","1,016",""
"2008","Romania","Rape","Per hundred thousand inhabitants","4.92",""
"2008","Romania","Sexual assault","Number","550",""
"2008","Romania","Sexual assault","Per hundred thousand inhabitants","2.67",""
"2008","Romania","Theft","Number","41,874",""
"2008","Romania","Theft","Per hundred thousand inhabitants","202.92",""
"2008","Slovenia","Intentional homicide","Number","11",""
"2008","Slovenia","Intentional homicide","Per hundred thousand inhabitants","0.55",""
"2008","Slovenia","Assault","Number","2,135",""
"2008","Slovenia","Assault","Per hundred thousand inhabitants","106.20",""
"2008","Slovenia","Sexual violence","Number","383",""
"2008","Slovenia","Sexual violence","Per hundred thousand inhabitants","19.05",""
"2008","Slovenia","Rape","Number","57",""
"2008","Slovenia","Rape","Per hundred thousand inhabitants","2.84",""
"2008","Slovenia","Sexual assault","Number","326",""
"2008","Slovenia","Sexual assault","Per hundred thousand inhabitants","16.22",""
"2008","Slovenia","Theft","Number","28,765",""
"2008","Slovenia","Theft","Per hundred thousand inhabitants","1,430.90",""
"2008","Slovakia","Intentional homicide","Number","94",""
"2008","Slovakia","Intentional homicide","Per hundred thousand inhabitants","1.75",""
"2008","Slovakia","Assault","Number","2,702",""
"2008","Slovakia","Assault","Per hundred thousand inhabitants","50.26",""
"2008","Slovakia","Sexual violence","Number",":",""
"2008","Slovakia","Sexual violence","Per hundred thousand inhabitants",":",""
"2008","Slovakia","Rape","Number","152",""
"2008","Slovakia","Rape","Per hundred thousand inhabitants","2.83",""
"2008","Slovakia","Sexual assault","Number",":",""
"2008","Slovakia","Sexual assault","Per hundred thousand inhabitants",":",""
"2008","Slovakia","Theft","Number","33,743",""
"2008","Slovakia","Theft","Per hundred thousand inhabitants","627.65",""
"2008","Finland","Intentional homicide","Number","133",""
"2008","Finland","Intentional homicide","Per hundred thousand inhabitants","2.51",""
"2008","Finland","Assault","Number","34,778",""
"2008","Finland","Assault","Per hundred thousand inhabitants","656.13",""
"2008","Finland","Sexual violence","Number","1,585",""
"2008","Finland","Sexual violence","Per hundred thousand inhabitants","29.90",""
"2008","Finland","Rape","Number","915",""
"2008","Finland","Rape","Per hundred thousand inhabitants","17.26",""
"2008","Finland","Sexual assault","Number","670",""
"2008","Finland","Sexual assault","Per hundred thousand inhabitants","12.64",""
"2008","Finland","Theft","Number","134,018",""
"2008","Finland","Theft","Per hundred thousand inhabitants","2,528.41",""
"2008","Sweden","Intentional homicide","Number","82",""
"2008","Sweden","Intentional homicide","Per hundred thousand inhabitants","0.89",""
"2008","Sweden","Assault","Number","84,566",""
"2008","Sweden","Assault","Per hundred thousand inhabitants","920.90",""
"2008","Sweden","Sexual violence","Number","14,058",""
"2008","Sweden","Sexual violence","Per hundred thousand inhabitants","153.09",""
"2008","Sweden","Rape","Number","4,901",""
"2008","Sweden","Rape","Per hundred thousand inhabitants","53.37",""
"2008","Sweden","Sexual assault","Number","9,157",""
"2008","Sweden","Sexual assault","Per hundred thousand inhabitants","99.72",""
"2008","Sweden","Theft","Number","436,446",""
"2008","Sweden","Theft","Per hundred thousand inhabitants","4,752.80",""
"2008","England and Wales","Intentional homicide","Number","638",""
"2008","England and Wales","Intentional homicide","Per hundred thousand inhabitants","1.17",""
"2008","England and Wales","Assault","Number","419,119",""
"2008","England and Wales","Assault","Per hundred thousand inhabitants","767.40",""
"2008","England and Wales","Sexual violence","Number","35,310",""
"2008","England and Wales","Sexual violence","Per hundred thousand inhabitants","64.65",""
"2008","England and Wales","Rape","Number","13,096",""
"2008","England and Wales","Rape","Per hundred thousand inhabitants","23.98",""
"2008","England and Wales","Sexual assault","Number","22,214",""
"2008","England and Wales","Sexual assault","Per hundred thousand inhabitants","40.67",""
"2008","England and Wales","Theft","Number","1,592,758",""
"2008","England and Wales","Theft","Per hundred thousand inhabitants","2,916.32",""
"2008","Scotland","Intentional homicide","Number","95",""
"2008","Scotland","Intentional homicide","Per hundred thousand inhabitants","1.83",""
"2008","Scotland","Assault","Number","79,892",""
"2008","Scotland","Assault","Per hundred thousand inhabitants","1,540.54",""
"2008","Scotland","Sexual violence","Number","4,118",""
"2008","Scotland","Sexual violence","Per hundred thousand inhabitants","79.41",""
"2008","Scotland","Rape","Number","821",""
"2008","Scotland","Rape","Per hundred thousand inhabitants","15.83",""
"2008","Scotland","Sexual assault","Number","3,297",""
"2008","Scotland","Sexual assault","Per hundred thousand inhabitants","63.58",""
"2008","Scotland","Theft","Number","117,033",""
"2008","Scotland","Theft","Per hundred thousand inhabitants","2,256.72",""
"2008","Northern Ireland (UK)","Intentional homicide","Number","24",""
"2008","Northern Ireland (UK)","Intentional homicide","Per hundred thousand inhabitants","1.36",""
"2008","Northern Ireland (UK)","Assault","Number","1,549",""
"2008","Northern Ireland (UK)","Assault","Per hundred thousand inhabitants","87.50",""
"2008","Northern Ireland (UK)","Sexual violence","Number","1,777",""
"2008","Northern Ireland (UK)","Sexual violence","Per hundred thousand inhabitants","100.37",""
"2008","Northern Ireland (UK)","Rape","Number","368",""
"2008","Northern Ireland (UK)","Rape","Per hundred thousand inhabitants","20.79",""
"2008","Northern Ireland (UK)","Sexual assault","Number","1,409",""
"2008","Northern Ireland (UK)","Sexual assault","Per hundred thousand inhabitants","79.59",""
"2008","Northern Ireland (UK)","Theft","Number","24,380",""
"2008","Northern Ireland (UK)","Theft","Per hundred thousand inhabitants","1,377.12",""
"2008","Iceland","Intentional homicide","Number","0",""
"2008","Iceland","Intentional homicide","Per hundred thousand inhabitants","0.00",""
"2008","Iceland","Assault","Number","77",""
"2008","Iceland","Assault","Per hundred thousand inhabitants","24.41",""
"2008","Iceland","Sexual violence","Number",":",""
"2008","Iceland","Sexual violence","Per hundred thousand inhabitants",":",""
"2008","Iceland","Rape","Number","68",""
"2008","Iceland","Rape","Per hundred thousand inhabitants","21.56",""
"2008","Iceland","Sexual assault","Number",":",""
"2008","Iceland","Sexual assault","Per hundred thousand inhabitants",":",""
"2008","Iceland","Theft","Number","4,718",""
"2008","Iceland","Theft","Per hundred thousand inhabitants","1,495.60",""
"2008","Liechtenstein","Intentional homicide","Number","1",""
"2008","Liechtenstein","Intentional homicide","Per hundred thousand inhabitants","2.83",""
"2008","Liechtenstein","Assault","Number","88",""
"2008","Liechtenstein","Assault","Per hundred thousand inhabitants","248.90",""
"2008","Liechtenstein","Sexual violence","Number",":",""
"2008","Liechtenstein","Sexual violence","Per hundred thousand inhabitants",":",""
"2008","Liechtenstein","Rape","Number","3",""
"2008","Liechtenstein","Rape","Per hundred thousand inhabitants","8.49",""
"2008","Liechtenstein","Sexual assault","Number",":",""
"2008","Liechtenstein","Sexual assault","Per hundred thousand inhabitants",":",""
"2008","Liechtenstein","Theft","Number","178",""
"2008","Liechtenstein","Theft","Per hundred thousand inhabitants","503.45",""
"2008","Norway","Intentional homicide","Number","34",""
"2008","Norway","Intentional homicide","Per hundred thousand inhabitants","0.72",""
"2008","Norway","Assault","Number","3,279",""
"2008","Norway","Assault","Per hundred thousand inhabitants","69.22",""
"2008","Norway","Sexual violence","Number","2,296",""
"2008","Norway","Sexual violence","Per hundred thousand inhabitants","48.47",""
"2008","Norway","Rape","Number","944",""
"2008","Norway","Rape","Per hundred thousand inhabitants","19.93",""
"2008","Norway","Sexual assault","Number","1,352",""
"2008","Norway","Sexual assault","Per hundred thousand inhabitants","28.54",""
"2008","Norway","Theft","Number","138,083",""
"2008","Norway","Theft","Per hundred thousand inhabitants","2,914.88",""
"2008","Switzerland","Intentional homicide","Number","54",""
"2008","Switzerland","Intentional homicide","Per hundred thousand inhabitants","0.71",""
"2008","Switzerland","Assault","Number","8,893",""
"2008","Switzerland","Assault","Per hundred thousand inhabitants","117.11",""
"2008","Switzerland","Sexual violence","Number",":",""
"2008","Switzerland","Sexual violence","Per hundred thousand inhabitants",":",""
"2008","Switzerland","Rape","Number","612",""
"2008","Switzerland","Rape","Per hundred thousand inhabitants","8.06",""
"2008","Switzerland","Sexual assault","Number",":",""
"2008","Switzerland","Sexual assault","Per hundred thousand inhabitants",":",""
"2008","Switzerland","Theft","Number","120,817",""
"2008","Switzerland","Theft","Per hundred thousand inhabitants","1,591.06",""
"2008","Montenegro","Intentional homicide","Number","22",""
"2008","Montenegro","Intentional homicide","Per hundred thousand inhabitants","3.57",""
"2008","Montenegro","Assault","Number","196",""
"2008","Montenegro","Assault","Per hundred thousand inhabitants","31.84",""
"2008","Montenegro","Sexual violence","Number","40",""
"2008","Montenegro","Sexual violence","Per hundred thousand inhabitants","6.50",""
"2008","Montenegro","Rape","Number","17",""
"2008","Montenegro","Rape","Per hundred thousand inhabitants","2.76",""
"2008","Montenegro","Sexual assault","Number","23",""
"2008","Montenegro","Sexual assault","Per hundred thousand inhabitants","3.74",""
"2008","Montenegro","Theft","Number","794",""
"2008","Montenegro","Theft","Per hundred thousand inhabitants","128.99",""
"2008","Former Yugoslav Republic of Macedonia, the","Intentional homicide","Number","35",""
"2008","Former Yugoslav Republic of Macedonia, the","Intentional homicide","Per hundred thousand inhabitants","1.71",""
"2008","Former Yugoslav Republic of Macedonia, the","Assault","Number","213",""
"2008","Former Yugoslav Republic of Macedonia, the","Assault","Per hundred thousand inhabitants","10.41",""
"2008","Former Yugoslav Republic of Macedonia, the","Sexual violence","Number",":",""
"2008","Former Yugoslav Republic of Macedonia, the","Sexual violence","Per hundred thousand inhabitants",":",""
"2008","Former Yugoslav Republic of Macedonia, the","Rape","Number","41",""
"2008","Former Yugoslav Republic of Macedonia, the","Rape","Per hundred thousand inhabitants","2.00",""
"2008","Former Yugoslav Republic of Macedonia, the","Sexual assault","Number",":",""
"2008","Former Yugoslav Republic of Macedonia, the","Sexual assault","Per hundred thousand inhabitants",":",""
"2008","Former Yugoslav Republic of Macedonia, the","Theft","Number","6,627",""
"2008","Former Yugoslav Republic of Macedonia, the","Theft","Per hundred thousand inhabitants","324.03",""
"2008","Albania","Intentional homicide","Number","88",""
"2008","Albania","Intentional homicide","Per hundred thousand inhabitants","2.78",""
"2008","Albania","Assault","Number","363",""
"2008","Albania","Assault","Per hundred thousand inhabitants","11.45",""
"2008","Albania","Sexual violence","Number","57",""
"2008","Albania","Sexual violence","Per hundred thousand inhabitants","1.80",""
"2008","Albania","Rape","Number","39",""
"2008","Albania","Rape","Per hundred thousand inhabitants","1.23",""
"2008","Albania","Sexual assault","Number","18",""
"2008","Albania","Sexual assault","Per hundred thousand inhabitants","0.57",""
"2008","Albania","Theft","Number","3,596",""
"2008","Albania","Theft","Per hundred thousand inhabitants","100.88",""
"2008","Serbia","Intentional homicide","Number","128",""
"2008","Serbia","Intentional homicide","Per hundred thousand inhabitants","1.74",""
"2008","Serbia","Assault","Number","1,582",""
"2008","Serbia","Assault","Per hundred thousand inhabitants","21.48",""
"2008","Serbia","Sexual violence","Number","400",""
"2008","Serbia","Sexual violence","Per hundred thousand inhabitants","5.43",""
"2008","Serbia","Rape","Number","123",""
"2008","Serbia","Rape","Per hundred thousand inhabitants","1.67",""
"2008","Serbia","Sexual assault","Number","277",""
"2008","Serbia","Sexual assault","Per hundred thousand inhabitants","3.76",""
"2008","Serbia","Theft","Number","19,863",""
"2008","Serbia","Theft","Per hundred thousand inhabitants","269.68",""
"2008","Turkey","Intentional homicide","Number",":",""
"2008","Turkey","Intentional homicide","Per hundred thousand inhabitants",":",""
"2008","Turkey","Assault","Number",":",""
"2008","Turkey","Assault","Per hundred thousand inhabitants",":",""
"2008","Turkey","Sexual violence","Number",":",""
"2008","Turkey","Sexual violence","Per hundred thousand inhabitants",":",""
"2008","Turkey","Rape","Number",":",""
"2008","Turkey","Rape","Per hundred thousand inhabitants",":",""
"2008","Turkey","Sexual assault","Number",":",""
"2008","Turkey","Sexual assault","Per hundred thousand inhabitants",":",""
"2008","Turkey","Theft","Number",":",""
"2008","Turkey","Theft","Per hundred thousand inhabitants",":",""
"2008","Bosnia and Herzegovina","Intentional homicide","Number","66",""
